Sample in Buffer,Sample in Window,TRIGGER,TX_Data_Pipelined[63:0],TX_Info_Pipelined[4:0],RX_Data[63:0],RX_Info[4:0]
4458,4458,0,00000003e4aa787a,1c,00000003e4aa787a,00
4459,4459,0,00000003e4aa787b,1c,00000003e4aa787b,00
4460,4460,0,00000003e4aa787c,1c,00000003e4aa787c,00
4461,4461,0,00000003e4aa787d,1c,00000003e4aa787d,00
4462,4462,0,00000003e4aa787e,1c,00000003e4aa787e,00
4463,4463,0,00000003e4aa787f,1c,00000003e4aa787f,00
4464,4464,0,00000003e4aa7880,1e,00000003e4aa7880,0f
4465,4465,0,00000003e4aa7881,1d,00000003e4aa7881,10
4466,4466,0,00000003e4aa7882,1c,00000003e4aa7882,00
4467,4467,0,00000003e4aa7883,1c,00000003e4aa7883,00
4468,4468,0,00000003e4aa7884,1c,00000003e4aa7884,00
4469,4469,0,00000003e4aa7885,1c,00000003e4aa7885,00
4470,4470,0,00000003e4aa7886,1c,00000003e4aa7886,00
4471,4471,0,00000003e4aa7887,1c,00000003e4aa7887,00
4472,4472,0,00000003e4aa7888,1c,00000003e4aa7888,00
4473,4473,0,00000003e4aa7889,1c,00000003e4aa7889,00
4474,4474,0,00000003e4aa788a,1c,00000003e4aa788a,00
4475,4475,0,00000003e4aa788b,1c,00000003e4aa788b,00
4476,4476,0,00000003e4aa788c,1c,00000003e4aa788c,00
4477,4477,0,00000003e4aa788d,1c,00000003e4aa788d,00
4478,4478,0,00000003e4aa788e,1c,00000003e4aa788e,00
4479,4479,0,00000003e4aa788f,1c,00000003e4aa788f,00
4480,4480,0,00000003e4aa7890,1e,00000003e4aa7890,00
4481,4481,0,00000003e4aa7891,1d,00000003e4aa7891,10
4482,4482,0,00000003e4aa7892,1c,00000003e4aa7892,00
4483,4483,0,00000003e4aa7893,1c,00000003e4aa7893,00
4484,4484,0,00000003e4aa7894,1c,00000003e4aa7894,00
4485,4485,0,00000003e4aa7895,1c,00000003e4aa7895,00
4486,4486,0,00000003e4aa7896,1c,00000003e4aa7896,00
4487,4487,0,00000003e4aa7897,1c,00000003e4aa7897,00
4488,4488,0,00000003e4aa7898,1c,00000003e4aa7898,00
4489,4489,0,00000003e4aa7899,1c,00000003e4aa7899,00
4490,4490,0,00000003e4aa789a,1c,00000003e4aa789a,00
4491,4491,0,00000003e4aa789b,1c,00000003e4aa789b,00
4492,4492,0,00000003e4aa789c,1c,00000003e4aa789c,00
4493,4493,0,00000003e4aa789d,1c,00000003e4aa789d,00
4494,4494,0,00000003e4aa789e,1c,00000003e4aa789e,00
4495,4495,0,00000003e4aa789f,1c,00000003e4aa789f,00
4496,4496,0,00000003e4aa78a0,1e,00000003e4aa78a0,00
4497,4497,0,00000003e4aa78a1,1d,00000003e4aa78a1,10
4498,4498,0,00000003e4aa78a2,1c,00000003e4aa78a2,00
4499,4499,0,00000003e4aa78a3,1c,00000003e4aa78a3,00
4500,4500,0,00000003e4aa78a4,1c,00000003e4aa78a4,00
4501,4501,0,00000003e4aa78a5,1c,00000003e4aa78a5,00
4502,4502,0,00000003e4aa78a6,1c,00000003e4aa78a6,00
4503,4503,0,00000003e4aa78a7,1c,00000003e4aa78a7,00
4504,4504,0,00000003e4aa78a8,1c,00000003e4aa78a8,00
4505,4505,0,00000003e4aa78a9,1c,00000003e4aa78a9,00
4506,4506,0,00000003e4aa78aa,1c,00000003e4aa78aa,00
4507,4507,0,00000003e4aa78ab,1c,00000003e4aa78ab,00
4508,4508,0,00000003e4aa78ac,1c,00000003e4aa78ac,00
4509,4509,0,00000003e4aa78ad,1c,00000003e4aa78ad,00
4510,4510,0,00000003e4aa78ae,1c,00000003e4aa78ae,00
4511,4511,0,00000003e4aa78af,1c,00000003e4aa78af,00
4512,4512,0,00000003e4aa78b0,1e,00000003e4aa78b0,00
4513,4513,0,00000003e4aa78b1,1d,00000003e4aa78b1,10
4514,4514,0,00000003e4aa78b2,1c,00000003e4aa78b2,00
4515,4515,0,00000003e4aa78b3,1c,00000003e4aa78b3,00
4516,4516,0,00000003e4aa78b4,1c,00000003e4aa78b4,00
4517,4517,0,00000003e4aa78b5,1c,00000003e4aa78b5,00
4518,4518,0,00000003e4aa78b6,1c,00000003e4aa78b6,00
4519,4519,0,00000003e4aa78b7,1c,00000003e4aa78b7,00
4520,4520,0,00000003e4aa78b8,1c,00000003e4aa78b8,00
4521,4521,0,00000003e4aa78b9,1c,00000003e4aa78b9,00
4522,4522,0,00000003e4aa78ba,1c,00000003e4aa78ba,00
4523,4523,0,00000003e4aa78bb,1c,00000003e4aa78bb,00
4524,4524,0,00000003e4aa78bc,1c,00000003e4aa78bc,00
4525,4525,0,00000003e4aa78bd,1c,00000003e4aa78bd,00
4526,4526,0,00000003e4aa78be,1c,00000003e4aa78be,00
4527,4527,0,00000003e4aa78bf,1c,00000003e4aa78bf,00
4528,4528,0,00000003e4aa78c0,1e,00000003e4aa78c0,0f
4529,4529,0,00000003e4aa78c1,1d,00000003e4aa78c0,0f
4530,4530,0,00000003e4aa78c2,1c,00000003e4aa78c0,0f
4531,4531,0,00000003e4aa78c3,1c,00000003e4aa78c0,0f
4532,4532,0,00000003e4aa78c4,1c,00000003e4aa78c0,0f
4533,4533,0,00000003e4aa78c5,1c,00000003e4aa78c0,0f
4534,4534,0,00000003e4aa78c6,1c,00000003e4aa78c0,0f
4535,4535,0,00000003e4aa78c7,1c,00000003e4aa78c0,0f
4536,4536,0,00000003e4aa78c8,1c,00000003e4aa78c0,0f
4537,4537,0,00000003e4aa78c9,1c,00000003e4aa78c0,0f
4538,4538,0,00000003e4aa78ca,1c,00000003e4aa78c0,0f
4539,4539,0,00000003e4aa78cb,1c,00000003e4aa78c0,0f
4540,4540,0,00000003e4aa78cc,1c,00000003e4aa78c0,0f
4541,4541,0,00000003e4aa78cd,1c,00000003e4aa78c0,0f
4542,4542,0,00000003e4aa78ce,1c,00000003e4aa78c0,0f
4543,4543,0,00000003e4aa78cf,1c,00000003e4aa78c0,0f
4544,4544,0,00000003e4aa78d0,1e,00000003e4aa78d1,10
4545,4545,0,00000003e4aa78d1,1d,00000003e4aa78d2,00
4546,4546,0,00000003e4aa78d2,1c,00000003e4aa78d3,00
4547,4547,0,00000003e4aa78d3,1c,00000003e4aa78d4,00
4548,4548,0,00000003e4aa78d4,1c,00000003e4aa78d5,00
4549,4549,0,00000003e4aa78d5,1c,00000003e4aa78d6,00
4550,4550,0,00000003e4aa78d6,1c,00000003e4aa78d7,00
4551,4551,0,00000003e4aa78d7,1c,00000003e4aa78d8,00
4552,4552,0,00000003e4aa78d8,1c,00000003e4aa78d9,00
4553,4553,0,00000003e4aa78d9,1c,00000003e4aa78da,00
4554,4554,0,00000003e4aa78da,1c,00000003e4aa78db,00
4555,4555,0,00000003e4aa78db,1c,00000003e4aa78dc,00
4556,4556,0,00000003e4aa78dc,1c,00000003e4aa78dd,00
4557,4557,0,00000003e4aa78dd,1c,00000003e4aa78de,00
4558,4558,0,00000003e4aa78de,1c,00000003e4aa78df,00
4559,4559,0,00000003e4aa78df,1c,00000003e4aa78e0,0f
4560,4560,0,00000003e4aa78e0,1e,00000003e4aa78e0,0f
4561,4561,0,00000003e4aa78e1,1d,00000003e4aa78e1,10
4562,4562,0,00000003e4aa78e2,1c,00000003e4aa78e2,00
4563,4563,0,00000003e4aa78e3,1c,00000003e4aa78e3,00
4564,4564,0,00000003e4aa78e4,1c,00000003e4aa78e4,00
4565,4565,0,00000003e4aa78e5,1c,00000003e4aa78e5,00
4566,4566,0,00000003e4aa78e6,1c,00000003e4aa78e6,00
4567,4567,0,00000003e4aa78e7,1c,00000003e4aa78e7,00
4568,4568,0,00000003e4aa78e8,1c,00000003e4aa78e8,00
4569,4569,0,00000003e4aa78e9,1c,00000003e4aa78e9,00
4570,4570,0,00000003e4aa78ea,1c,00000003e4aa78ea,00
4571,4571,0,00000003e4aa78eb,1c,00000003e4aa78eb,00
4572,4572,0,00000003e4aa78ec,1c,00000003e4aa78ec,00
4573,4573,0,00000003e4aa78ed,1c,00000003e4aa78ed,00
4574,4574,0,00000003e4aa78ee,1c,00000003e4aa78ee,00
4575,4575,0,00000003e4aa78ef,1c,00000003e4aa78ef,00
4576,4576,0,00000003e4aa78f0,1e,00000003e4aa78f0,0f
4577,4577,0,00000003e4aa78f1,1d,00000003e4aa78f1,10
4578,4578,0,00000003e4aa78f2,1c,00000003e4aa78f2,00
4579,4579,0,00000003e4aa78f3,1c,00000003e4aa78f3,00
4580,4580,0,00000003e4aa78f4,1c,00000003e4aa78f4,00
4581,4581,0,00000003e4aa78f5,1c,00000003e4aa78f5,00
4582,4582,0,00000003e4aa78f6,1c,00000003e4aa78f6,00
4583,4583,0,00000003e4aa78f7,1c,00000003e4aa78f7,00
4584,4584,0,00000003e4aa78f8,1c,00000003e4aa78f8,00
4585,4585,0,00000003e4aa78f9,1c,00000003e4aa78f9,00
4586,4586,0,00000003e4aa78fa,1c,00000003e4aa78fa,00
4587,4587,0,00000003e4aa78fb,1c,00000003e4aa78fb,00
4588,4588,0,00000003e4aa78fc,1c,00000003e4aa78fc,00
4589,4589,0,00000003e4aa78fd,1c,00000003e4aa78fd,00
4590,4590,0,00000003e4aa78fe,1c,00000003e4aa78fe,00
4591,4591,0,00000003e4aa78ff,1c,00000003e4aa78ff,00
4592,4592,0,00000003e4aa7900,1e,00000003e4aa7900,00
4593,4593,0,00000003e4aa7901,1d,00000003e4aa7901,10
4594,4594,0,00000003e4aa7902,1c,00000003e4aa7902,00
4595,4595,0,00000003e4aa7903,1c,00000003e4aa7903,00
4596,4596,0,00000003e4aa7904,1c,00000003e4aa7904,00
4597,4597,0,00000003e4aa7905,1c,00000003e4aa7905,00
4598,4598,0,00000003e4aa7906,1c,00000003e4aa7906,00
4599,4599,0,00000003e4aa7907,1c,00000003e4aa7907,00
4600,4600,0,00000003e4aa7908,1c,00000003e4aa7908,00
4601,4601,0,00000003e4aa7909,1c,00000003e4aa7909,00
4602,4602,0,00000003e4aa790a,1c,00000003e4aa790a,00
4603,4603,0,00000003e4aa790b,1c,00000003e4aa790b,00
4604,4604,0,00000003e4aa790c,1c,00000003e4aa790c,00
4605,4605,0,00000003e4aa790d,1c,00000003e4aa790d,00
4606,4606,0,00000003e4aa790e,1c,00000003e4aa790e,00
4607,4607,0,00000003e4aa790f,1c,00000003e4aa790f,00
4608,4608,0,00000003e4aa7910,1e,00000003e4aa7910,00
4609,4609,0,00000003e4aa7911,1d,00000003e4aa7911,00
4610,4610,0,00000003e4aa7912,1c,00000003e4aa7912,00
4611,4611,0,00000003e4aa7913,1c,00000003e4aa7913,00
4612,4612,0,00000003e4aa7914,1c,00000003e4aa7914,00
4613,4613,0,00000003e4aa7915,1c,00000003e4aa7915,00
4614,4614,0,00000003e4aa7916,1c,00000003e4aa7916,00
4615,4615,0,00000003e4aa7917,1c,00000003e4aa7917,00
4616,4616,0,00000003e4aa7918,1c,00000003e4aa7918,00
4617,4617,0,00000003e4aa7919,1c,00000003e4aa7919,00
4618,4618,0,00000003e4aa791a,1c,00000003e4aa791a,00
4619,4619,0,00000003e4aa791b,1c,00000003e4aa791b,00
4620,4620,0,00000003e4aa791c,1c,00000003e4aa791c,00
4621,4621,0,00000003e4aa791d,1c,00000003e4aa791d,00
4622,4622,0,00000003e4aa791e,1c,00000003e4aa791e,00
4623,4623,0,00000003e4aa791f,1c,00000003e4aa791f,00
4624,4624,0,00000003e4aa7920,1e,00000003e4aa7920,0f
4625,4625,0,00000003e4aa7921,1d,00000003e4aa7921,10
4626,4626,0,00000003e4aa7922,1c,00000003e4aa7922,00
4627,4627,0,00000003e4aa7923,1c,00000003e4aa7923,00
4628,4628,0,00000003e4aa7924,1c,00000003e4aa7924,00
4629,4629,0,00000003e4aa7925,1c,00000003e4aa7925,00
4630,4630,0,00000003e4aa7926,1c,00000003e4aa7926,00
4631,4631,0,00000003e4aa7927,1c,00000003e4aa7927,00
4632,4632,0,00000003e4aa7928,1c,00000003e4aa7928,00
4633,4633,0,00000003e4aa7929,1c,00000003e4aa7929,00
4634,4634,0,00000003e4aa792a,1c,00000003e4aa792a,00
4635,4635,0,00000003e4aa792b,1c,00000003e4aa792b,00
4636,4636,0,00000003e4aa792c,1c,00000003e4aa792c,00
4637,4637,0,00000003e4aa792d,1c,00000003e4aa792d,00
4638,4638,0,00000003e4aa792e,1c,00000003e4aa792e,00
4639,4639,0,00000003e4aa792f,1c,00000003e4aa792f,00
4640,4640,0,00000003e4aa7930,1e,00000003e4aa7930,0f
4641,4641,0,00000003e4aa7931,1d,00000003e4aa7931,10
4642,4642,0,00000003e4aa7932,1c,00000003e4aa7932,00
4643,4643,0,00000003e4aa7933,1c,00000003e4aa7933,00
4644,4644,0,00000003e4aa7934,1c,00000003e4aa7934,00
4645,4645,0,00000003e4aa7935,1c,00000003e4aa7935,00
4646,4646,0,00000003e4aa7936,1c,00000003e4aa7936,00
4647,4647,0,00000003e4aa7937,1c,00000003e4aa7937,00
4648,4648,0,00000003e4aa7938,1c,00000003e4aa7938,00
4649,4649,0,00000003e4aa7939,1c,00000003e4aa7939,00
4650,4650,0,00000003e4aa793a,1c,00000003e4aa793a,00
4651,4651,0,00000003e4aa793b,1c,00000003e4aa793b,00
4652,4652,0,00000003e4aa793c,1c,00000003e4aa793c,00
4653,4653,0,00000003e4aa793d,1c,00000003e4aa793d,00
4654,4654,0,00000003e4aa793e,1c,00000003e4aa793e,00
4655,4655,0,00000003e4aa793f,1c,00000003e4aa793f,00
4656,4656,0,00000003e4aa7940,1e,00000003e4aa7940,0f
4657,4657,0,00000003e4aa7941,1d,00000003e4aa7941,10
4658,4658,0,00000003e4aa7942,1c,00000003e4aa7942,00
4659,4659,0,00000003e4aa7943,1c,00000003e4aa7943,00
4660,4660,0,00000003e4aa7944,1c,00000003e4aa7944,00
4661,4661,0,00000003e4aa7945,1c,00000003e4aa7945,00
4662,4662,0,00000003e4aa7946,1c,00000003e4aa7946,00
4663,4663,0,00000003e4aa7947,1c,00000003e4aa7947,00
4664,4664,0,00000003e4aa7948,1c,00000003e4aa7948,00
4665,4665,0,00000003e4aa7949,1c,00000003e4aa7949,00
4666,4666,0,00000003e4aa794a,1c,00000003e4aa794a,00
4667,4667,0,00000003e4aa794b,1c,00000003e4aa794b,00
4668,4668,0,00000003e4aa794c,1c,00000003e4aa794c,00
4669,4669,0,00000003e4aa794d,1c,00000003e4aa794d,00
4670,4670,0,00000003e4aa794e,1c,00000003e4aa794e,00
4671,4671,0,00000003e4aa794f,1c,00000003e4aa794f,00
4672,4672,0,00000003e4aa7950,1e,00000003e4aa7950,0f
4673,4673,0,00000003e4aa7951,1d,00000003e4aa7951,10
4674,4674,0,00000003e4aa7952,1c,00000003e4aa7952,00
4675,4675,0,00000003e4aa7953,1c,00000003e4aa7953,00
4676,4676,0,00000003e4aa7954,1c,00000003e4aa7954,00
4677,4677,0,00000003e4aa7955,1c,00000003e4aa7955,00
4678,4678,0,00000003e4aa7956,1c,00000003e4aa7956,00
4679,4679,0,00000003e4aa7957,1c,00000003e4aa7957,00
4680,4680,0,00000003e4aa7958,1c,00000003e4aa7958,00
4681,4681,0,00000003e4aa7959,1c,00000003e4aa7959,00
4682,4682,0,00000003e4aa795a,1c,00000003e4aa795a,00
4683,4683,0,00000003e4aa795b,1c,00000003e4aa795b,00
4684,4684,0,00000003e4aa795c,1c,00000003e4aa795c,00
4685,4685,0,00000003e4aa795d,1c,00000003e4aa795d,00
4686,4686,0,00000003e4aa795e,1c,00000003e4aa795e,00
4687,4687,0,00000003e4aa795f,1c,00000003e4aa795f,00
4688,4688,0,00000003e4aa7960,1e,00000003e4aa7960,00
4689,4689,0,00000003e4aa7961,1d,00000003e4aa7961,00
4690,4690,0,00000003e4aa7962,1c,00000003e4aa7962,00
4691,4691,0,00000003e4aa7963,1c,00000003e4aa7963,00
4692,4692,0,00000003e4aa7964,1c,00000003e4aa7964,00
4693,4693,0,00000003e4aa7965,1c,00000003e4aa7965,00
4694,4694,0,00000003e4aa7966,1c,00000003e4aa7966,00
4695,4695,0,00000003e4aa7967,1c,00000003e4aa7967,00
4696,4696,0,00000003e4aa7968,1c,00000003e4aa7968,00
4697,4697,0,00000003e4aa7969,1c,00000003e4aa7969,00
4698,4698,0,00000003e4aa796a,1c,00000003e4aa796a,00
4699,4699,0,00000003e4aa796b,1c,00000003e4aa796b,00
4700,4700,0,00000003e4aa796c,1c,00000003e4aa796c,00
4701,4701,0,00000003e4aa796d,1c,00000003e4aa796d,00
4702,4702,0,00000003e4aa796e,1c,00000003e4aa796e,00
4703,4703,0,00000003e4aa796f,1c,00000003e4aa796f,00
4704,4704,0,00000003e4aa7970,1e,00000003e4aa7970,0f
4705,4705,0,00000003e4aa7971,1d,00000003e4aa7971,10
4706,4706,0,00000003e4aa7972,1c,00000003e4aa7972,00
4707,4707,0,00000003e4aa7973,1c,00000003e4aa7973,00
4708,4708,0,00000003e4aa7974,1c,00000003e4aa7974,00
4709,4709,0,00000003e4aa7975,1c,00000003e4aa7975,00
4710,4710,0,00000003e4aa7976,1c,00000003e4aa7976,00
4711,4711,0,00000003e4aa7977,1c,00000003e4aa7977,00
4712,4712,0,00000003e4aa7978,1c,00000003e4aa7978,00
4713,4713,0,00000003e4aa7979,1c,00000003e4aa7979,00
4714,4714,0,00000003e4aa797a,1c,00000003e4aa797a,00
4715,4715,0,00000003e4aa797b,1c,00000003e4aa797b,00
4716,4716,0,00000003e4aa797c,1c,00000003e4aa797c,00
4717,4717,0,00000003e4aa797d,1c,00000003e4aa797d,00
4718,4718,0,00000003e4aa797e,1c,00000003e4aa797e,00
4719,4719,0,00000003e4aa797f,1c,00000003e4aa797f,00
4720,4720,0,00000003e4aa7980,1e,00000003e4aa7980,0f
4721,4721,0,00000003e4aa7981,1d,00000003e4aa7981,10
4722,4722,0,00000003e4aa7982,1c,00000003e4aa7982,00
4723,4723,0,00000003e4aa7983,1c,00000003e4aa7983,00
4724,4724,0,00000003e4aa7984,1c,00000003e4aa7984,00
4725,4725,0,00000003e4aa7985,1c,00000003e4aa7985,00
4726,4726,0,00000003e4aa7986,1c,00000003e4aa7986,00
4727,4727,0,00000003e4aa7987,1c,00000003e4aa7987,00
4728,4728,0,00000003e4aa7988,1c,00000003e4aa7988,00
4729,4729,0,00000003e4aa7989,1c,00000003e4aa7989,00
4730,4730,0,00000003e4aa798a,1c,00000003e4aa798a,00
4731,4731,0,00000003e4aa798b,1c,00000003e4aa798b,00
4732,4732,0,00000003e4aa798c,1c,00000003e4aa798c,00
4733,4733,0,00000003e4aa798d,1c,00000003e4aa798d,00
4734,4734,0,00000003e4aa798e,1c,00000003e4aa798e,00
4735,4735,0,00000003e4aa798f,1c,00000003e4aa798f,00
4736,4736,0,00000003e4aa7990,1e,00000003e4aa7990,0f
4737,4737,0,00000003e4aa7991,1d,00000003e4aa7991,10
4738,4738,0,00000003e4aa7992,1c,00000003e4aa7992,00
4739,4739,0,00000003e4aa7993,1c,00000003e4aa7993,00
4740,4740,0,00000003e4aa7994,1c,00000003e4aa7994,00
4741,4741,0,00000003e4aa7995,1c,00000003e4aa7995,00
4742,4742,0,00000003e4aa7996,1c,00000003e4aa7996,00
4743,4743,0,00000003e4aa7997,1c,00000003e4aa7997,00
4744,4744,0,00000003e4aa7998,1c,00000003e4aa7998,00
4745,4745,0,00000003e4aa7999,1c,00000003e4aa7999,00
4746,4746,0,00000003e4aa799a,1c,00000003e4aa799a,00
4747,4747,0,00000003e4aa799b,1c,00000003e4aa799b,00
4748,4748,0,00000003e4aa799c,1c,00000003e4aa799c,00
4749,4749,0,00000003e4aa799d,1c,00000003e4aa799d,00
4750,4750,0,00000003e4aa799e,1c,00000003e4aa799e,00
4751,4751,0,00000003e4aa799f,1c,00000003e4aa799f,00
4752,4752,0,00000003e4aa79a0,1e,00000003e4aa79a0,0f
4753,4753,0,00000003e4aa79a1,1d,00000003e4aa79a1,10
4754,4754,0,00000003e4aa79a2,1c,00000003e4aa79a2,00
4755,4755,0,00000003e4aa79a3,1c,00000003e4aa79a3,00
4756,4756,0,00000003e4aa79a4,1c,00000003e4aa79a4,00
4757,4757,0,00000003e4aa79a5,1c,00000003e4aa79a5,00
4758,4758,0,00000003e4aa79a6,1c,00000003e4aa79a6,00
4759,4759,0,00000003e4aa79a7,1c,00000003e4aa79a7,00
4760,4760,0,00000003e4aa79a8,1c,00000003e4aa79a8,00
4761,4761,0,00000003e4aa79a9,1c,00000003e4aa79a9,00
4762,4762,0,00000003e4aa79aa,1c,00000003e4aa79aa,00
4763,4763,0,00000003e4aa79ab,1c,00000003e4aa79ab,00
4764,4764,0,00000003e4aa79ac,1c,00000003e4aa79ac,00
4765,4765,0,00000003e4aa79ad,1c,00000003e4aa79ad,00
4766,4766,0,00000003e4aa79ae,1c,00000003e4aa79ae,00
4767,4767,0,00000003e4aa79af,1c,00000003e4aa79af,00
4768,4768,0,00000003e4aa79b0,1e,00000003e4aa79b0,0f
4769,4769,0,00000003e4aa79b1,1d,00000003e4aa79b1,10
4770,4770,0,00000003e4aa79b2,1c,00000003e4aa79b2,00
4771,4771,0,00000003e4aa79b3,1c,00000003e4aa79b3,00
4772,4772,0,00000003e4aa79b4,1c,00000003e4aa79b4,00
4773,4773,0,00000003e4aa79b5,1c,00000003e4aa79b5,00
4774,4774,0,00000003e4aa79b6,1c,00000003e4aa79b6,00
4775,4775,0,00000003e4aa79b7,1c,00000003e4aa79b7,00
4776,4776,0,00000003e4aa79b8,1c,00000003e4aa79b8,00
4777,4777,0,00000003e4aa79b9,1c,00000003e4aa79b9,00
4778,4778,0,00000003e4aa79ba,1c,00000003e4aa79ba,00
4779,4779,0,00000003e4aa79bb,1c,00000003e4aa79bb,00
4780,4780,0,00000003e4aa79bc,1c,00000003e4aa79bc,00
4781,4781,0,00000003e4aa79bd,1c,00000003e4aa79bd,00
4782,4782,0,00000003e4aa79be,1c,00000003e4aa79be,00
4783,4783,0,00000003e4aa79bf,1c,00000003e4aa79bf,00
4784,4784,0,00000003e4aa79c0,1e,00000003e4aa79c0,0f
4785,4785,0,00000003e4aa79c1,1d,00000003e4aa79c1,10
4786,4786,0,00000003e4aa79c2,1c,00000003e4aa79c2,00
4787,4787,0,00000003e4aa79c3,1c,00000003e4aa79c3,00
4788,4788,0,00000003e4aa79c4,1c,00000003e4aa79c4,00
4789,4789,0,00000003e4aa79c5,1c,00000003e4aa79c5,00
4790,4790,0,00000003e4aa79c6,1c,00000003e4aa79c6,00
4791,4791,0,00000003e4aa79c7,1c,00000003e4aa79c7,00
4792,4792,0,00000003e4aa79c8,1c,00000003e4aa79c8,00
4793,4793,0,00000003e4aa79c9,1c,00000003e4aa79c9,00
4794,4794,0,00000003e4aa79ca,1c,00000003e4aa79ca,00
4795,4795,0,00000003e4aa79cb,1c,00000003e4aa79cb,00
4796,4796,0,00000003e4aa79cc,1c,00000003e4aa79cc,00
4797,4797,0,00000003e4aa79cd,1c,00000003e4aa79cd,00
4798,4798,0,00000003e4aa79ce,1c,00000003e4aa79ce,00
4799,4799,0,00000003e4aa79cf,1c,00000003e4aa79cf,00
4800,4800,0,00000003e4aa79d0,1e,00000003e4aa79d0,0f
4801,4801,0,00000003e4aa79d1,1d,00000003e4aa79d1,10
4802,4802,0,00000003e4aa79d2,1c,00000003e4aa79d2,00
4803,4803,0,00000003e4aa79d3,1c,00000003e4aa79d3,00
4804,4804,0,00000003e4aa79d4,1c,00000003e4aa79d4,00
4805,4805,0,00000003e4aa79d5,1c,00000003e4aa79d5,00
4806,4806,0,00000003e4aa79d6,1c,00000003e4aa79d6,00
4807,4807,0,00000003e4aa79d7,1c,00000003e4aa79d7,00
4808,4808,0,00000003e4aa79d8,1c,00000003e4aa79d8,00
4809,4809,0,00000003e4aa79d9,1c,00000003e4aa79d9,00
4810,4810,0,00000003e4aa79da,1c,00000003e4aa79da,00
4811,4811,0,00000003e4aa79db,1c,00000003e4aa79db,00
4812,4812,0,00000003e4aa79dc,1c,00000003e4aa79dc,00
4813,4813,0,00000003e4aa79dd,1c,00000003e4aa79dd,00
4814,4814,0,00000003e4aa79de,1c,00000003e4aa79de,00
4815,4815,0,00000003e4aa79df,1c,00000003e4aa79df,00
4816,4816,0,00000003e4aa79e0,1e,00000003e4aa79e0,00
4817,4817,0,00000003e4aa79e1,1d,00000003e4aa79e1,10
4818,4818,0,00000003e4aa79e2,1c,00000003e4aa79e2,00
4819,4819,0,00000003e4aa79e3,1c,00000003e4aa79e3,00
4820,4820,0,00000003e4aa79e4,1c,00000003e4aa79e4,00
4821,4821,0,00000003e4aa79e5,1c,00000003e4aa79e5,00
4822,4822,0,00000003e4aa79e6,1c,00000003e4aa79e6,00
4823,4823,0,00000003e4aa79e7,1c,00000003e4aa79e7,00
4824,4824,0,00000003e4aa79e8,1c,00000003e4aa79e8,00
4825,4825,0,00000003e4aa79e9,1c,00000003e4aa79e9,00
4826,4826,0,00000003e4aa79ea,1c,00000003e4aa79ea,00
4827,4827,0,00000003e4aa79eb,1c,00000003e4aa79eb,00
4828,4828,0,00000003e4aa79ec,1c,00000003e4aa79ec,00
4829,4829,0,00000003e4aa79ed,1c,00000003e4aa79ed,00
4830,4830,0,00000003e4aa79ee,1c,00000003e4aa79ee,00
4831,4831,0,00000003e4aa79ef,1c,00000003e4aa79ef,00
4832,4832,0,00000003e4aa79f0,1e,00000003e4aa79f0,0f
4833,4833,0,00000003e4aa79f1,1d,00000003e4aa79f1,10
4834,4834,0,00000003e4aa79f2,1c,00000003e4aa79f2,00
4835,4835,0,00000003e4aa79f3,1c,00000003e4aa79f3,00
4836,4836,0,00000003e4aa79f4,1c,00000003e4aa79f4,00
4837,4837,0,00000003e4aa79f5,1c,00000003e4aa79f5,00
4838,4838,0,00000003e4aa79f6,1c,00000003e4aa79f6,00
4839,4839,0,00000003e4aa79f7,1c,00000003e4aa79f7,00
4840,4840,0,00000003e4aa79f8,1c,00000003e4aa79f8,00
4841,4841,0,00000003e4aa79f9,1c,00000003e4aa79f9,00
4842,4842,0,00000003e4aa79fa,1c,00000003e4aa79fa,00
4843,4843,0,00000003e4aa79fb,1c,00000003e4aa79fb,00
4844,4844,0,00000003e4aa79fc,1c,00000003e4aa79fc,00
4845,4845,0,00000003e4aa79fd,1c,00000003e4aa79fd,00
4846,4846,0,00000003e4aa79fe,1c,00000003e4aa79fe,00
4847,4847,0,00000003e4aa79ff,1c,00000003e4aa79ff,00
4848,4848,0,00000003e4aa7a00,1e,00000003e4aa7a00,0f
4849,4849,0,00000003e4aa7a01,1d,00000003e4aa7a01,10
4850,4850,0,00000003e4aa7a02,1c,00000003e4aa7a02,00
4851,4851,0,00000003e4aa7a03,1c,00000003e4aa7a03,00
4852,4852,0,00000003e4aa7a04,1c,00000003e4aa7a04,00
4853,4853,0,00000003e4aa7a05,1c,00000003e4aa7a05,00
4854,4854,0,00000003e4aa7a06,1c,00000003e4aa7a06,00
4855,4855,0,00000003e4aa7a07,1c,00000003e4aa7a07,00
4856,4856,0,00000003e4aa7a08,1c,00000003e4aa7a08,00
4857,4857,0,00000003e4aa7a09,1c,00000003e4aa7a09,00
4858,4858,0,00000003e4aa7a0a,1c,00000003e4aa7a0a,00
4859,4859,0,00000003e4aa7a0b,1c,00000003e4aa7a0b,00
4860,4860,0,00000003e4aa7a0c,1c,00000003e4aa7a0c,00
4861,4861,0,00000003e4aa7a0d,1c,00000003e4aa7a0d,00
4862,4862,0,00000003e4aa7a0e,1c,00000003e4aa7a0e,00
4863,4863,0,00000003e4aa7a0f,1c,00000003e4aa7a0f,00
4864,4864,0,00000003e4aa7a10,1e,00000003e4aa7a10,0f
4865,4865,0,00000003e4aa7a11,1d,00000003e4aa7a11,10
